municipality_of_production,municipality_of_production_id,state_of_production,state_of_production_id,volume_tons,volume_pct,fob_usd,fob_pct,deforestation_exposure_ha,deforestation_exposure_pct,gross_emissions_tons_co2,gross_emissions_pct
MARILANDIA DO SUL,4114906,PARANA,41,79550.83662161074,6.531390078170135E-4,1.9856713591128778E7,5.848581739282522E-4,1.1591620029801613,2.7825787273936313E-6,518.067282620108,8.250573227446318E-6
IJUI,4310207,RIO GRANDE DO SUL,43,78773.67792890471,6.467582747031082E-4,1.037672491045001E7,3.0563528826809273E-4,5.230550120545883,1.2555982218687565E-5,1275.02717755302,2.030567350669653E-5
QUINTA DO SOL,4121109,PARANA,41,78763.31036195744,6.466731535066885E-4,2.7203822766320948E7,8.012593843367129E-4,0.0,0.0,0.0,0.0
CABECEIRAS,5204003,GOIAS,52,78459.52422757373,6.441789676146693E-4,2.7432799973978993E7,8.080036620807351E-4,694.1605148192057,0.0016663385074446677,83061.63400231295,0.001322812917776848
ARROIO GRANDE,4301305,RIO GRANDE DO SUL,43,78060.09195051792,6.408994948623306E-4,1.5750585870309917E7,4.63916591642088E-4,1446.5045022973718,0.003472346959979386,118007.26993909417,0.00187934589708007
SERTAO,4320503,RIO GRANDE DO SUL,43,77989.53755192494,6.403202196233619E-4,2.7169049374960214E7,8.002351714386823E-4,7.431244651513809,1.783876906954991E-5,926.3106427198697,1.4752125921696863E-5
NORTELANDIA,5106000,MATO GROSSO,51,77794.80046420085,6.387213629216244E-4,1.9133827505179312E7,5.635663406021457E-4,1.7505760687229044,4.2022734673749425E-6,256.2026341184378,4.0802009020300235E-6
ARAPONGAS,4101507,PARANA,41,77760.0,6.384356394569193E-4,0.0,0.0,2.2353475426940537,5.365971714601272E-6,999.0496791455489,1.5910544464340145E-5
JAGUARAO,4311007,RIO GRANDE DO SUL,43,77342.28410892651,6.350060521108697E-4,1.426482991087224E7,4.2015524546806885E-4,2105.5640942811915,0.005054425389072174,171778.33436089684,0.0027356866068931106
PEJUCARA,4314308,RIO GRANDE DO SUL,43,76787.44511564415,6.304506381773324E-4,2.675027898883201E7,7.879007394491113E-4,38.32641451289258,9.200289989376979E-5,3258.7184960698855,5.189730461935714E-5
PARANAPANEMA,3535804,SAO PAULO,35,76765.44711825115,6.302700272522762E-4,2.621291170989854E7,7.720731633477853E-4,5.848522927918783,1.4039431454844924E-5,784.6803113182029,1.2496566731494514E-5
HONORIO SERPA,4109658,PARANA,41,76602.39595246731,6.289313225803189E-4,44603.86408842433,1.3137589148968964E-6,12.399688663741797,2.9765563237343623E-5,5541.825038126285,8.825732646059538E-5
CEU AZUL,4105300,PARANA,41,76374.03445702478,6.270563982314224E-4,2.2150411388877396E7,6.524165792694983E-4,0.0,0.0,0.0,0.0
VERA CRUZ DO OESTE,4128559,PARANA,41,75867.99987164444,6.229016848298712E-4,0.0,0.0,1.1108576481842034,2.6666236928513134E-6,496.4784919562304,7.906757078000448E-6
MARINGA,4115200,PARANA,41,75661.30011708908,6.212046106275161E-4,2.6101996091327976E7,7.688062629193941E-4,0.0,0.0,0.0,0.0
APUCARANA,4101408,PARANA,41,75257.1367342285,6.178862939122168E-4,1.8658437561048336E7,5.495642403375525E-4,1.0667448142525175,2.560730441530292E-6,476.7630285913984,7.592774937723388E-6
FRANCISCO BELTRAO,4108403,PARANA,41,74995.417,6.157374872522289E-4,0.0,0.0,20.60685742412194,4.946694505114536E-5,9209.876274073773,1.4667353288682047E-4
CANGUCU,4304507,RIO GRANDE DO SUL,43,74820.00000000001,6.142972549404155E-4,2.6064884317093253E7,7.677131754650906E-4,3602.532308992329,0.008647910940815991,361114.39946041,0.005750991996956832
RANCHO ALEGRE D'OESTE,4121356,PARANA,41,74242.12680735165,6.095527225166312E-4,2.5696640055955455E7,7.568669362251376E-4,0.0,0.0,0.0,0.0
EDEIA,5207402,GOIAS,52,73987.13207747154,6.074591303943428E-4,2.5299604490138486E7,7.451726800259634E-4,143.1507387787763,3.436346252831087E-4,29305.414430060657,4.6670862227209266E-4
PORTELANDIA,5218102,GOIAS,52,73872.43944572406,6.065174654806249E-4,4642773.755250275,1.3674791490525455E-4,23.146803083815204,5.5564107262490914E-5,2889.408090124306,4.6015785654288127E-5
MONTE ALEGRE DO PIAUI,2206605,PIAUI,22,73812.99842646263,6.060294348075006E-4,2.5572113184301537E7,7.53199130954831E-4,835.887437177959,0.0020065552487116647,126757.64794219878,0.00201870160801654
BOA VENTURA DE SAO ROQUE,4103040,PARANA,41,72597.21647167919,5.960474578303613E-4,2.664124339144357E7,7.846892130256113E-4,4.965588943055175,1.191994054877835E-5,2219.2835546051606,3.5343597432235434E-5
CHIAPETTA,4305405,RIO GRANDE DO SUL,43,72449.9941505075,5.94838713273268E-4,5335651.947496429,1.5715589794897624E-4,9.891365896400856,2.3744312061152782E-5,2121.4486445213997,3.378551006226229E-5
MARIPA,4115358,PARANA,41,71497.55270772985,5.870188500844174E-4,2.452292151213641E7,7.22296317019026E-4,0.0,0.0,0.0,0.0
PRIMEIRO DE MAIO,4120507,PARANA,41,71486.89035548539,5.869313086019932E-4,2.443306231897382E7,7.196496109877108E-4,0.0,0.0,0.0,0.0
JOVIANIA,5212105,GOIAS,52,71456.32968153842,5.866803952350492E-4,5307074.345022548,1.563141753587089E-4,22.029947069124095,5.288308443733686E-5,3730.332902749498,5.94080842573797E-5
URUACU,5221601,GOIAS,52,71249.57134066561,5.84982840019409E-4,2.3978206628616784E7,7.062523251154936E-4,195.66215820177084,4.696887559878832E-4,30910.960429117225,4.922780324233284E-4
SANTA TEREZA DO OESTE,4124020,PARANA,41,71165.9998795994,5.842966903385171E-4,0.0,0.0,1.2991503360721521,3.118621969618277E-6,580.6326316714328,9.246968891032774E-6
COXILHA,4305975,RIO GRANDE DO SUL,43,71030.47112421473,5.831839538723544E-4,2.4744734199963775E7,7.288295715256925E-4,40.32816702107418,9.680812464445399E-5,3761.938011492786,5.991141707301151E-5
INDIANOPOLIS,3130705,MINAS GERAIS,31,69931.29728481978,5.741593685710629E-4,3425881.5225745067,1.009056610597749E-4,59.97382030339784,1.4396769057967406E-4,10278.33575676532,1.6368947559974845E-4
BREJINHO DE NAZARE,1703701,TOCANTINS,17,69899.09207509091,5.738949530146444E-4,2.4157339298363015E7,7.11528485525315E-4,454.2426485548294,0.001090413529510113,67435.78782508046,0.0010739607079363635
IBIRUBA,4310009,RIO GRANDE DO SUL,43,69761.37966703044,5.727642880287746E-4,2.377437964239245E7,7.002488201339986E-4,16.704054862647787,4.009823269096182E-5,1504.3659676935276,2.395804945365574E-5
SETE QUEDAS,5007703,MATO GROSSO DO SUL,50,69761.2070068828,5.727628704311438E-4,2.284536225961889E7,6.728856108323701E-4,5.132783509194052,1.2321292596100255E-5,2294.0082560064498,3.6533639037820636E-5
CANTAGALO,4104451,PARANA,41,69696.84178739943,5.722344104252327E-4,2.4088267298048865E7,7.094940439351743E-4,71.9429970222756,1.726998060533853E-4,32153.670388654627,5.120690322907309E-4
SILVANOPOLIS,1720655,TOCANTINS,17,69494.01878066796,5.705691656207164E-4,2.3906612553329214E7,7.041435985155655E-4,1313.4111985991058,0.0031528552973151525,192275.22050607612,0.0030621134355091895
CANDIDO DE ABREU,4104402,PARANA,41,69350.72726869753,5.693926943234738E-4,1353126.9223740157,3.9854900322799855E-5,17.06423313864219,4.09628438551258E-5,7626.562007212108,1.2145817816544973E-4
CUJUBIM,1100940,RONDONIA,11,69188.0,5.680566489550584E-4,0.0,0.0,0.0,0.0,0.0,0.0
MACAMBARA,4311718,RIO GRANDE DO SUL,43,69081.0,5.671781431240155E-4,2.4065601089402817E7,7.088264351016295E-4,2465.6761880760114,0.005918877682275746,199775.98242292754,0.00318156816182126
JARAGUARI,5004908,MATO GROSSO DO SUL,50,69042.22259106483,5.668597676112839E-4,6921151.57859145,2.03855086853047E-4,141.39167217278742,3.394119702052948E-4,32970.55798960362,5.25078521977353E-4
LEOPOLIS,4113403,PARANA,41,69032.21635026096,5.667776130234987E-4,2.3893388997604027E7,7.037541128829719E-4,2.2223526690550233,5.3347774045219476E-6,993.2418465416035,1.581805078678294E-5
ANAURILANDIA,5000807,MATO GROSSO DO SUL,50,68860.0,5.653636591178429E-4,0.0,0.0,0.0,0.0,0.0,0.0
DOIS VIZINHOS,4107207,PARANA,41,68805.239,5.64914052970051E-4,0.0,0.0,7.2297344692375365,1.7355042079609263E-5,3231.203991256879,5.145911744870907E-5
ALEGRETE,4300406,RIO GRANDE DO SUL,43,68723.57683199528,5.64243579224558E-4,1.2671097755124435E7,3.732135763915794E-4,9040.391156007136,0.021701539606499252,727517.5370677493,0.011586210739793747
CONDOR,4305702,RIO GRANDE DO SUL,43,68580.80465124606,5.630713718105496E-4,2.389134909927691E7,7.03694029868473E-4,5.160951396084031,1.2388909859825409E-5,519.8526672146837,8.279006689336061E-6
EDEALINA,5207352,GOIAS,52,68257.83980431818,5.60419722266176E-4,7283239.339625192,2.1451999299414046E-4,2.2507377229061896,5.402915979474468E-6,352.11429941194825,5.607659292894476E-6
ALVORADA DO SUL,4100806,PARANA,41,68027.3269131958,5.585271342383109E-4,2.3410183038410455E7,6.895218002886329E-4,0.0,0.0,0.0,0.0
CANAPOLIS,3111804,MINAS GERAIS,31,68023.80109772294,5.584981861125906E-4,3324357.8155743084,9.79153893003489E-5,0.0,0.0,0.0,0.0
CAMPO FLORIDO,3111408,MINAS GERAIS,31,68018.98742545162,5.584586642512906E-4,1.3815444354201889E7,4.0691907650900334E-4,0.0,0.0,0.0,0.0
BELA VISTA DE GOIAS,5203302,GOIAS,52,68011.30605485581,5.583955976264419E-4,2.3629926250819296E7,6.959941006193372E-4,20.37407243257828,4.8908142602600145E-5,2924.196746581391,4.6569818628792955E-5
JARI,4311130,RIO GRANDE DO SUL,43,67945.83114166821,5.578580266636164E-4,2.366931539229037E7,6.971542654798338E-4,1930.7004006979416,0.004634663532914647,156038.52075539116,0.0024850193883770035
WENCESLAU BRAZ,4128500,PARANA,41,67861.63743570566,5.571667681437547E-4,1306001.2673286977,3.846686476351723E-5,0.0,0.0,0.0,0.0
ALTO ALEGRE,1400050,RORAIMA,14,67500.0,5.541976036952424E-4,0.0,0.0,0.0,0.0,0.0,0.0
MANOEL VIANA,4311759,RIO GRANDE DO SUL,43,67472.35537389966,5.539706320576149E-4,2.350520098132183E7,6.923204517536162E-4,3602.4231677549647,0.008647648946302204,290186.9796212474,0.004621424678485664
ITABERAI,5210406,GOIAS,52,67086.99559035903,5.508066991894855E-4,2.3231897322897002E7,6.84270586006161E-4,19.91204534835694,4.779904246583867E-5,4533.500340730933,7.219907103317553E-5
VICENTINOPOLIS,5222054,GOIAS,52,67015.8170531326,5.502222995633312E-4,7137635.492179725,2.102313880372795E-4,2.328526560034736,5.589648776845403E-6,343.6351002708991,5.47262228945833E-6
TAMARANA,4126678,PARANA,41,66876.22193144256,5.490761768680991E-4,2.310089410084226E7,6.804120267900033E-4,0.0,0.0,0.0,0.0
RIBEIRAOZINHO,5107198,MATO GROSSO,51,66653.37800397332,5.472465535999288E-4,8357089.576933861,2.4614909848445467E-4,87.193712597836,2.0930928482251586E-4,13149.994313988864,2.0942258789120603E-4
JUTI,5005152,MATO GROSSO DO SUL,50,66603.1145776398,5.468338740380393E-4,2.1811151862595547E7,6.424240542668911E-4,0.0,0.0,0.0,0.0
ARAUCARIA,4101804,PARANA,41,66458.95604778228,5.456502842336057E-4,2.1763942905372605E7,6.410335651314279E-4,0.0,0.0,0.0,0.0
