municipality_of_production,municipality_of_production_id,state_of_production,state_of_production_id,volume_tons,volume_pct,fob_usd,fob_pct,deforestation_exposure_ha,deforestation_exposure_pct,gross_emissions_tons_co2,gross_emissions_pct
AGUA BOA,5100201,MATO GROSSO,51,607861.1620346882,0.004990743694504143,2.0850768015572995E8,0.006141369794464766,1886.0330379011014,0.004527439130106657,278270.66933907324,0.00443164934643455
BALSAS,2101400,MARANHAO,21,607076.0578423819,0.0049842977261778144,2.0970144927605292E8,0.006176530981868706,7777.016947901856,0.018668798551173538,1096294.912744391,0.01745924083591879
TAPURAH,5108006,MATO GROSSO,51,603694.5860377533,0.004956534710309841,5.329544640214956E7,0.001569760137718757,764.7353579540072,0.0018357540478878115,440331.71244011814,0.007012581492273183
ITIQUIRA,5104609,MATO GROSSO,51,576876.2543615622,0.0047363472266054064,1.1322168146363665E8,0.0033348230343359904,68.51287518254227,1.644657679818547E-4,10714.658831760822,1.706382168189748E-4
SINOP,5107909,MATO GROSSO,51,567106.2832756757,0.004656132492324368,1.9385528510695845E8,0.005709799234081178,306.11892409384666,7.348412077399175E-4,183813.37058000366,0.0029273527301011304
CAMPOS DE JULIO,5102686,MATO GROSSO,51,562151.4185672564,0.004615451393834885,1.928187343058138E8,0.005679268743425757,1338.942998486806,0.003214144610678542,233906.6159440382,0.003725121674293402
SANTA RITA DO TRIVELATO,5107768,MATO GROSSO,51,558820.7669968153,0.004588105629107741,1.7145387483908355E8,0.005049989752388285,763.6104565405764,0.001833053712011221,128807.75864966922,0.0020513510129950047
VERA,5108501,MATO GROSSO,51,533653.5177880839,0.004381474085358408,1.8180998305285776E8,0.005355017797996866,779.0286003330054,0.0018700651037083346,470654.43815153016,0.007495491487423809
NOVA MARINGA,5108907,MATO GROSSO,51,529630.6055355652,0.004348444628614377,1.846931312184065E8,0.005439937830887947,4556.00186147803,0.01093672310610713,2350629.285797429,0.037435367381176476
PARAGOMINAS,1505502,PARA,15,525860.623613857,0.004317491814584969,1.788938799280552E8,0.005269127112172579,1123.4312845340696,0.0026968068190607393,673995.2347732928,0.010733831735760513
GAUCHA DO NORTE,5103858,MATO GROSSO,51,522626.1892009451,0.004290936024941336,1.8206600961526087E8,0.005362558785435548,870.1571264085838,0.00208881994338106,424435.48987640464,0.006759423354900753
MONTIVIDIU,5213756,GOIAS,52,492446.89536360616,0.004043153916409961,1.6835410722723758E8,0.004958689426342583,284.29989972036384,6.824644451148096E-4,36507.73101477945,5.814104040347672E-4
CANARANA,5102702,MATO GROSSO,51,489849.4353551335,0.004021827899930112,1.6775916811019194E8,0.004941166133578303,379.7198435411696,9.115208713626028E-4,57699.07646242244,9.188969685590476E-4
SAO GABRIEL DO OESTE,5007695,MATO GROSSO DO SUL,50,480903.0034335308,0.00394837469796604,8.424023223564643E7,0.0024812055716331317,19.449817069329416,4.668945935915037E-5,4257.490774627893,6.780343129099424E-5
TASSO FRAGOSO,2112001,MARANHAO,21,455105.65297507955,0.0037365698119547807,1.5638545772482905E8,0.004606165708848201,1494.7191703698836,0.0035880867007421035,233433.97516641085,0.0037175945490011625
RIACHAO DAS NEVES,2926202,BAHIA,29,447022.16217851004,0.0036702016455999456,6.070435643975288E7,0.001787981626159184,3497.8682780569015,0.008396664000996161,482529.081790866,0.007684603249897355
PARAUNA,5216403,GOIAS,52,446972.192774019,0.0036697913800558413,1.5292556421839455E8,0.004504258261330624,385.34785743515573,9.250309689146441E-4,68313.85836139868,0.0010879445774100683
ARAL MOREIRA,5001243,MATO GROSSO DO SUL,50,436778.53584313416,0.0035860980431078743,1.511771509409E8,0.004452760625931169,18.222979304046344,4.3744424360709136E-5,5415.105118372921,8.623922569960232E-5
CATALAO,5205109,GOIAS,52,432729.0378246061,0.0035528503083221427,1.5050707975410476E8,0.004433024398739672,293.2383954667621,7.039213838816783E-4,35761.40413353961,5.695246417180679E-4
SAO JOSE DO RIO CLARO,5107305,MATO GROSSO,51,411763.71634886594,0.003380717998358356,1.502929965329682E8,0.004426718807373407,688.6925984024346,0.0016532127253146834,396103.1257052768,0.006308211218673308
CASCAVEL,4104808,PARANA,41,408979.7622977266,0.003357860803337036,1.4066220493194318E8,0.004143054183647582,4.082636713310234,9.8004058457114E-6,1824.6634228450635,2.9059003899046305E-5
UNAI,3170404,MINAS GERAIS,31,402401.38653092657,0.003303850135393815,1.388838900795151E8,0.0040906758294709245,1536.8528100092713,0.0036892288785108788,214971.5868072126,0.003423568478988137
SAO JOSE DO XINGU,5107354,MATO GROSSO,51,394438.56356546766,0.0032384726923403817,1.3575281890853304E8,0.003998453490708981,29.55767084631283,7.095345250862284E-5,17901.60024909173,2.8509513860173243E-4
RIO BRILHANTE,5007208,MATO GROSSO DO SUL,50,393934.60850566754,0.003234335052540214,1.37991950797671E8,0.004064404715812556,54.390232537766536,1.3056423834501097E-4,8917.937126556786,1.4202420374492713E-4
TIBAGI,4127502,PARANA,41,393219.23543538654,0.003228461600076542,1.360895658614327E8,0.004008372010560967,420.3088590551445,0.0010089551651409243,69940.43045119832,0.001113848842332455
CORRENTINA,2909307,BAHIA,29,377780.0772727832,0.003101700941457481,1.3232411314962026E8,0.0038974646448009203,4131.492244974086,0.009917683985241366,765447.3492473209,0.012190268751927118
CAARAPO,5002407,MATO GROSSO DO SUL,50,370691.63127044635,0.0030435024260735077,1.284923569626745E8,0.003784604381386707,0.0,0.0,0.0,0.0
IPAMERI,5210109,GOIAS,52,365331.50502609205,0.0029994939946642466,2.2106660130889174E7,6.51127932951636E-4,527.9524902520849,0.0012673546619653023,74365.93048132386,0.0011843279350903567
BOM JESUS DO ARAGUAIA,5101852,MATO GROSSO,51,361667.3637722133,0.0029694101679605357,1.234674865456666E8,0.0036366022196578753,675.4388729539579,0.0016213970391579333,408652.5729099612,0.006508069686095859
URUCUI,2211209,PIAUI,22,356116.67193053686,0.0029238371291826423,1.2852558598296924E7,3.785583106493549E-4,8716.51640182616,0.020924075370260614,1314740.5302209374,0.020938135612075845
TANGARA DA SERRA,5107958,MATO GROSSO,51,354370.6188120546,0.002909501448379865,1.1313917069411297E8,0.003332392768231201,225.21849890405002,5.406390154738889E-4,21558.99708898436,3.433416665367773E-4
MINEIROS,5213103,GOIAS,52,353631.8492166784,0.0029034359026103777,1.787949061744611E7,5.266211946552235E-4,737.6713610659004,0.00177078668195839,118298.08122772611,0.0018839772643034379
PARACATU,3147006,MINAS GERAIS,31,346128.55949715024,0.002841831381389731,9.571213373099566E7,0.0028190981100566226,1102.643929919149,0.0026469065888931227,157285.8493994388,0.002504883943931176
UBERABA,3170107,MINAS GERAIS,31,329769.8297379545,0.002707520732026111,1.1676633050931835E8,0.0034392268652398165,115.2143245169399,2.7657301366645155E-4,16944.612022030604,2.698544513202666E-4
NAVIRAI,5005707,MATO GROSSO DO SUL,50,325757.28479673824,0.00267457639437957,1.12037296991065E8,0.003299938261653027,3.900619387363519,9.36347163125797E-6,1743.3139469300872,2.7763458261312877E-5
TUPANCIRETA,4322202,RIO GRANDE DO SUL,43,323467.3224265271,0.002655775036481447,9.404400041693175E7,0.0027699650347642354,2340.7103805120796,0.005618896146575844,190707.6592935223,0.0030371489588735096
COSTA RICA,5003256,MATO GROSSO DO SUL,50,319266.4193376086,0.002621284215366861,8963272.569589654,2.640035675295952E-4,183.99016194621038,4.4167002486709045E-4,20811.40514560932,3.3143575724663664E-4
ALTO GARCAS,5100409,MATO GROSSO,51,319252.207936222,0.0026211675350025112,4.1196018454865254E7,0.001213384481578627,78.41261988169653,1.8823019343375245E-4,11657.031912209746,1.8564614796740713E-4
SANTO ANTONIO DO LESTE,5107792,MATO GROSSO,51,317611.2874324668,0.0026076950281723552,3.912865130990212E7,0.0011524924025498701,133.956386009073,3.215634994496587E-4,19079.110418183307,3.0384778753763666E-4
CHAPADAO DO CEU,5205471,GOIAS,52,313470.3330662543,0.0025736964061461873,4.4804604895801E7,0.0013196715197948013,203.18473848077605,4.8774677704590175E-4,25787.64570891764,4.106857669313255E-4
GUARAPUAVA,4109401,PARANA,41,311963.4385415255,0.002561324297485059,1.0769599258482356E8,0.0031720698026631473,20.671867041051225,4.962300121644267E-5,9238.931190901754,1.471362521646993E-4
